Id	Code	Name	District	ExpenditurePerPupil	InstructionalExpendituresPercentage	CombinedWealthRatio	NeedsIndex	FreeLunchPercentage	ReducedLunchPercentage	LimitedEnglishProficientPercentage	EthnicDiversity	GraduatePercentage	DroppedOutPercentage
1	010100010034	ALBANY HIGH SCHOOL	ALBANY CITY SCHOOL DISTRICT	19957	81.4461259	0.576	3	65	6	10	19.8158186	60.7907743	26.19439868
2	010201040001	BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL	BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT	21707	70.3293753	0.698	5	25	6	0	38.86729559	93.33333333	6.666666667
3	010306060008	BETHLEHEM CENTRAL SENIOR HIGH SCHOOL	BETHLEHEM CENTRAL SCHOOL DISTRICT	17680	68.7708002	0.829	6	5	1	0	35.5569965	93.02832244	4.793028322
4	010402060001	RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL	RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT	20355	72.763201	0.655	5	26	5	1	35.01237876	92	6.857142857
5	010500010007	COHOES HIGH SCHOOL	COHOES CITY SCHOOL DISTRICT	18875	70.9411053	0.466	3	43	10	1	31.36080356	83.56164384	13.01369863
6	010601060008	COLONIE CENTRAL HIGH SCHOOL	SOUTH COLONIE CENTRAL SCHOOL DISTRICT	18074	78.2235527	0.828	5	15	5	1	28.807985	91.05145414	5.369127517
7	010623060010	SHAKER HIGH SCHOOL	NORTH COLONIE CSD	16991	74.7940986	0.996	6	7	3	1	30.32270876	94.00749064	1.498127341
8	010701030001	HEATLY SCHOOL	GREEN ISLAND UNION FREE SCHOOL DISTRICT	20165	66.5519853	0.777	3	41	15	0	33.08574718	83.33333333	12.5
9	010802060005	GUILDERLAND HIGH SCHOOL	GUILDERLAND CENTRAL SCHOOL DISTRICT	17628	73.7650676	0.866	6	8	3	1	32.60470314	94.48621554	3.258145363
10	011003060002	CLAYTON A BOUTON HIGH SCHOOL	VOORHEESVILLE CENTRAL SCHOOL DISTRICT	18268	72.8220017	0.954	6	5	3	0	37.3385413	96.51162791	2.325581395
11	011200010010	WATERVLIET JUNIOR-SENIOR HIGH SCHOOL	WATERVLIET CITY SCHOOL DISTRICT	16899	75.1021176	0.424	3	51	13	2	26.21958555	74.22680412	18.55670103
12	020101040002	ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL	ALFRED-ALMOND CENTRAL SCHOOL DISTRICT	17054	65.6125102	0.437	5	23	8	0	37.91393763	93.47826087	6.52173913
13	020601040001	ANDOVER SCHOOL	ANDOVER CENTRAL SCHOOL DISTRICT	21162	65.6505973	0.382	4	40	16	0	39.36326545	96.42857143	3.571428571
14	020702040001	GENESEE VALLEY CENTRAL SCHOOL	GENESEE VALLEY CENTRAL SCHOOL DISTRICT	21148	65.1491913	0.339	4	39	9	0	38.3062223	84.61538462	5.128205128
15	020801040001	BELFAST SCHOOL	BELFAST CENTRAL SCHOOL DISTRICT	24018	62.4700049	0.32	4	38	13	0	38.88272967	88.23529412	5.882352941
16	021102040001	CANASERAGA SCHOOL	CANASERAGA CENTRAL SCHOOL DISTRICT	24320	68.4393576	0.38	4	31	6	0	40.33691444	100	0
17	021601040004	FRIENDSHIP CENTRAL SCHOOL	FRIENDSHIP CENTRAL SCHOOL DISTRICT	22018	64.98293	0.216	4	55	7	0	38.40659666	93.5483871	3.225806452
18	022001040001	FILLMORE CENTRAL SCHOOL	FILLMORE CENTRAL SCHOOL DISTRICT	19499	67.8006033	0.291	4	37	11	0	39.35818424	87.5	6.25
19	022101040001	WHITESVILLE CENTRAL SCHOOL	WHITESVILLE CENTRAL SCHOOL DISTRICT	23403	63.6642665	0.315	4	37	11	0	40.33691444	100	0
20	022302040001	CUBA-RUSHFORD HIGH SCHOOL	CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT	21082	70.6014236	0.445	4	29	7	0	37.90338595	87.87878788	10.60606061
21	022401040003	SCIO CENTRAL SCHOOL	SCIO CENTRAL SCHOOL DISTRICT	24232	67.6343677	0.3	4	44	20	0	38.94996791	92.85714286	7.142857143
22	022601060004	WELLSVILLE SENIOR HIGH SCHOOL	WELLSVILLE CENTRAL SCHOOL DISTRICT	19951	65.0457971	0.394	4	27	11	0	39.36326545	79.59183673	12.24489796
23	022902040001	BOLIVAR-RICHBURG JUNIOR-SENIOR HIGH SCHOOL	BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT	20081	61.6144687	0.277	4	38	15	0	39.92868643	85.71428571	5.357142857
24	030101060003	CHENANGO FORKS HIGH SCHOOL	CHENANGO FORKS CENTRAL SCHOOL DISTRICT	17866	69.839785	0.436	5	21	8	0	38.87244097	97.24770642	1.834862385
25	030200010021	BINGHAMTON HIGH SCHOOL	BINGHAMTON CITY SCHOOL DISTRICT	17760	78.3350651	0.404	3	56	7	2	21.19197961	72.35576923	21.875
26	030501040003	HARPURSVILLE JUNIOR-SENIOR HIGH SCHOOL	HARPURSVILLE CENTRAL SCHOOL DISTRICT	19143	81.3833611	0.364	4	29	14	0	38.87244097	94.33962264	5.660377358
27	030601060006	SUSQUEHANNA VALLEY SENIOR HIGH SCHOOL	SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT	21837	72.3424056	0.477	5	25	9	0	37.81754443	93.38235294	5.882352941
28	030701060001	CHENANGO VALLEY HIGH SCHOOL	CHENANGO VALLEY CENTRAL SCHOOL DISTRICT	18204	73.8302439	0.51	4	23	9	0	37.40944622	93.15068493	5.479452055
29	031101060006	MAINE-ENDWELL SENIOR HIGH SCHOOL	MAINE-ENDWELL CENTRAL SCHOOL DISTRICT	18555	68.1051733	0.471	5	17	7	1	37.40944622	94.58128079	2.463054187
30	031301040003	DEPOSIT MIDDLE-SENIOR HIGH SCHOOL	DEPOSIT CENTRAL SCHOOL DISTRICT	23183	75.5015133	0.637	4	45	16	0	37.91393763	90.69767442	9.302325581
31	031401060004	WHITNEY POINT SENIOR HIGH SCHOOL	WHITNEY POINT CENTRAL SCHOOL DISTRICT	20455	70.0574902	0.351	4	37	10	0	38.86729559	81.30841121	7.476635514
32	031501060012	UNION-ENDICOTT HIGH SCHOOL	UNION-ENDICOTT CENTRAL SCHOOL DISTRICT	16336	73.7193025	0.506	5	30	7	0	31.11055555	89.44099379	4.658385093
33	031502060006	JOHNSON CITY SENIOR HIGH SCHOOL	JOHNSON CITY CENTRAL SCHOOL DISTRICT	17622	73.5525717	0.462	3	48	8	2	25.87212142	89.38547486	6.703910615
34	031601060051	VESTAL SENIOR HIGH SCHOOL	VESTAL CENTRAL SCHOOL DISTRICT	18667	73.6513161	0.716	5	10	3	1	34.54079713	97.33333333	0.666666667
35	031701060007	WINDSOR CENTRAL HIGH SCHOOL	WINDSOR CENTRAL SCHOOL DISTRICT	18285	71.3388438	0.415	5	25	11	0	38.38576125	91.61290323	7.741935484
36	040204040001	WEST VALLEY CENTRAL SCHOOL	WEST VALLEY CENTRAL SCHOOL DISTRICT	24484	66.12219	0.487	5	29	13	0	38.94996791	91.66666667	5.555555556
37	040302060001	ALLEGANY-LIMESTONE HIGH SCHOOL	ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT	17885	68.0305588	0.462	5	18	8	1	36.91973275	83.50515464	10.30927835
38	040901040002	ELLICOTTVILLE MIDDLE SCHOOL HIGH SCHOOL	ELLICOTTVILLE CENTRAL SCHOOL DISTRICT	17899	70.9706526	1.136	5	27	8	0	37.48466353	95.83333333	4.166666667
39	041101040002	FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL	FRANKLINVILLE CENTRAL SCHOOL DISTRICT	25283	63.9760491	0.355	4	36	13	0	40.33691444	84.48275862	15.51724138
40	041401040001	HINSDALE CENTRAL SCHOOL	HINSDALE CENTRAL SCHOOL DISTRICT	20252	65.1745566	0.395	4	36	15	0	37.32246866	70.37037037	29.62962963
41	042302040003	CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL	CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT	22808	61.2650307	0.402	5	29	11	0	37.81225551	86.9047619	8.333333333
42	042400010013	OLEAN SENIOR HIGH SCHOOL	OLEAN CITY SCHOOL DISTRICT	16249	75.4194704	0.387	3	34	9	0	33.0434058	80.83832335	11.37724551
43	042801060006	GOWANDA HIGH SCHOOL	GOWANDA CENTRAL SCHOOL DISTRICT	20647	69.5316092	0.342	4	35	11	0	28.37428413	79.41176471	19.60784314
44	042901040002	PORTVILLE JUNIOR-SENIOR HIGH SCHOOL	PORTVILLE CENTRAL SCHOOL DISTRICT	16122	64.9533935	0.376	5	21	12	0	38.87244097	88.76404494	5.617977528
45	043001040002	RANDOLPH SENIOR HIGH SCHOOL	RANDOLPH CENTRAL SCHOOL DISTRICT	19145	66.9146915	0.422	4	30	11	0	37.97762499	87.95180723	4.819277108
46	043200050002	SALAMANCA JUNIOR/SENIOR HIGH SCHOOL	SALAMANCA CITY SCHOOL DISTRICT	18920	70.4496739	0.202	4	47	7	0	24.99333244	66.01941748	19.41747573
47	043501060006	PIONEER SENIOR HIGH SCHOOL	YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT	18694	74.1898654	0.403	4	30	16	0	38.87244097	84.29319372	12.56544503
48	050100010013	AUBURN HIGH SCHOOL	AUBURN CITY SCHOOL DISTRICT	15368	77.2067339	0.476	3	31	8	0	33.22448896	79.56989247	12.3655914
49	050301040002	WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL	WEEDSPORT CENTRAL SCHOOL DISTRICT	19733	67.1793683	0.454	5	14	6	0	36.43441596	95.71428571	0
50	050401040003	CATO-MERIDIAN SENIOR HIGH SCHOOL	CATO-MERIDIAN CENTRAL SCHOOL DISTRICT	17174	65.8106836	0.396	5	25	10	0	38.87244097	95.18072289	2.409638554
51	050701040005	SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL	SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT	21826	66.4315565	0.745	5	24	8	1	37.50599952	86.20689655	10.34482759
52	051101040004	PORT BYRON SENIOR HIGH SCHOOL	PORT BYRON CENTRAL SCHOOL DISTRICT	18350	72.0044696	0.39	5	26	7	0	38.38576125	86.48648649	10.81081081
53	051301040003	MORAVIA JUNIOR-SENIOR HIGH SCHOOL	MORAVIA CENTRAL SCHOOL DISTRICT	18849	68.0756234	0.559	5	29	10	0	39.36326545	88.57142857	7.142857143
54	051901040005	UNION SPRINGS MIDDLE SCHOOL HIGH SCHOOL	UNION SPRINGS CENTRAL SCHOOL DISTRICT	18631	70.9890839	0.637	5	22	7	1	37.89810901	94.87179487	2.564102564
55	060201060003	SOUTHWESTERN SENIOR HIGH SCHOOL	SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN	17145	68.7005858	0.537	5	17	4	0	37.80696585	94.87179487	3.418803419
56	060301040004	FREWSBURG JUNIOR-SENIOR HIGH SCHOOL	FREWSBURG CENTRAL SCHOOL DISTRICT	17302	68.7126321	0.347	5	22	10	0	38.86729559	95.16129032	3.225806452
57	060401040006	CASSADAGA VALLEY HIGH SCHOOL	CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT	18647	73.9597093	0.352	4	39	11	0	38.3062223	91.20879121	5.494505495
58	060503040001	CHAUTAUQUA LAKE SECONDARY SCHOOL	CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT	23475	68.0775961	1.216	5	15	4	0	38.86729559	94.44444444	5.555555556
59	060601040003	PINE VALLEY CENTRAL JUNIOR-SENIOR HIGH SCHOOL	PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON)	24556	64.2264591	0.33	4	34	9	0	38.38576125	85	15
60	060701040003	CLYMER CENTRAL SCHOOL	CLYMER CENTRAL SCHOOL DISTRICT	22113	66.2729965	0.601	5	32	8	0	37.89810901	88.23529412	2.941176471
61	060800010009	DUNKIRK SENIOR HIGH SCHOOL	DUNKIRK CITY SCHOOL DISTRICT	19769	77.0100712	0.328	3	58	7	9	22.24110309	77.48344371	16.55629139
62	061001040005	MAPLE GROVE JUNIOR/SENIOR HIGH SCHOOL	BEMUS POINT CENTRAL SCHOOL DISTRICT	16702	67.2565082	0.794	5	11	7	0	38.94996791	95.94594595	4.054054054
63	061101040007	FALCONER MIDDLE/HIGH SCHOOL	FALCONER CENTRAL SCHOOL DISTRICT	15594	72.7561503	0.374	5	31	9	0	38.38576125	89.62264151	8.490566038
64	061501040001	SILVER CREEK HIGH SCHOOL	SILVER CREEK CENTRAL SCHOOL DISTRICT	16915	74.7371522	0.37	4	31	9	0	28.15433655	81.48148148	8.641975309
65	061503040003	FORESTVILLE CENTRAL HIGH SCHOOL	FORESTVILLE CENTRAL SCHOOL DISTRICT	20092	62.4008423	0.463	5	28	18	0	36.40009157	92.45283019	5.660377358
66	061601040001	PANAMA HIGH SCHOOL	PANAMA CENTRAL SCHOOL DISTRICT	21848	65.976123	0.394	5	17	14	0	37.36531368	100	0
67	061700010013	JAMESTOWN HIGH SCHOOL	JAMESTOWN CITY SCHOOL DISTRICT	15881	75.2842193	0.254	3	54	8	4	26.09022806	73.7704918	21.03825137
68	062201060003	FREDONIA HIGH SCHOOL	FREDONIA CENTRAL SCHOOL DISTRICT	18148	72.2578329	0.569	5	17	10	3	33.20692699	91.59663866	5.042016807
69	062301040003	BROCTON MIDDLE HIGH SCHOOL	BROCTON CENTRAL SCHOOL DISTRICT	24177	69.1335102	0.329	4	39	23	0	35.06375146	81.81818182	15.90909091
70	062401040001	RIPLEY CENTRAL SCHOOL	RIPLEY CENTRAL SCHOOL DISTRICT	25425	68.6196691	0.291	4	52	14	0	40.33691444	85.18518519	11.11111111
71	062601040003	SHERMAN HIGH SCHOOL	SHERMAN CENTRAL SCHOOL DISTRICT	22513	68.4996653	0.333	4	30	16	0	38.47466699	100	0
72	062901040002	WESTFIELD HIGH SCHOOL	WESTFIELD CENTRAL SCHOOL DISTRICT	18482	77.5367319	0.426	4	24	7	2	37.99868419	88.88888889	4.761904762
73	070600010020	SOUTHSIDE HIGH SCHOOL	ELMIRA CITY SCHOOL DISTRICT	16350	68.234381	0.372	3	50	6	0	32.44482496	70.96774194	24.37275986
74	070600010021	ELMIRA FREE ACADEMY	ELMIRA CITY SCHOOL DISTRICT	16350	68.234381	0.372	3	52	5	0	27.84001916	69.41747573	25.72815534
75	070901060007	HORSEHEADS SENIOR HIGH SCHOOL	HORSEHEADS CENTRAL SCHOOL DISTRICT	15763	72.943249	0.571	5	19	6	0	36.43441596	90.93851133	6.148867314
76	070902060002	THOMAS A EDISON HIGH SCHOOL	ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT	17805	68.7003708	0.457	5	36	7	0	35.46641604	89.36170213	9.574468085
77	080101040003	AFTON JUNIOR/SENIOR HIGH SCHOOL	AFTON CENTRAL SCHOOL DISTRICT	24108	65.5058951	0.417	4	41	18	0	38.46426913	79.54545455	20.45454545
78	080201040001	BAINBRIDGE-GUILFORD HIGH SCHOOL	BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT	18959	69.4080914	0.448	5	31	10	0	37.89810901	96.42857143	3.571428571
79	080601040003	GREENE HIGH SCHOOL	GREENE CENTRAL SCHOOL DISTRICT	21449	61.7514305	0.421	4	27	9	0	38.95510236	92.78350515	6.18556701
80	081003040003	UNADILLA VALLEY SECONDARY SCHOOL	UNADILLA VALLEY CENTRAL SCHOOL DISTRICT	23639	62.5661846	0.379	4	46	13	0	37.89283134	93.5483871	1.612903226
81	081200050004	NORWICH HIGH SCHOOL	NORWICH CITY SCHOOL DISTRICT	19350	67.3420023	0.379	4	39	7	0	37.90338595	85.47486034	8.379888268
82	081401040001	OTSELIC VALLEY CENTRAL SCHOOL	GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT	24874	61.8121539	0.425	4	39	13	0	37.83340675	92.5	2.5
83	081501040002	OXFORD ACADEMY HIGH SCHOOL	OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT	21893	67.1766571	0.383	4	38	14	0	36.97386464	84.21052632	12.28070175
84	082001040004	SHERBURNE-EARLVILLE SENIOR HIGH SCHOOL	SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT	20980	70.5789742	0.33	4	30	12	0	40.33691444	91.73553719	3.305785124
85	090201040002	AUSABLE VALLEY HIGH SCHOOL	AUSABLE VALLEY CENTRAL SCHOOL DISTRICT	25015	65.7012546	0.59	5	27	13	0	39.35818424	86.66666667	7.777777778
86	090301060006	BEEKMANTOWN HIGH SCHOOL	BEEKMANTOWN CENTRAL SCHOOL DISTRICT	18205	73.9131343	0.554	5	34	10	0	39.43982759	90.06622517	7.284768212
87	090501040002	NORTHEASTERN CLINTON SENIOR HIGH SCHOOL	NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT	21140	72.145721	0.461	5	28	10	0	37.89283134	87.06896552	9.482758621
88	090601020002	CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL	CHAZY UNION FREE SCHOOL DISTRICT	19832	68.5835741	0.587	5	17	5	0	39.28061439	92.30769231	7.692307692
89	090901040002	NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL	NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT	24721	65.042778	0.419	4	35	10	0	39.28061439	74.24242424	15.15151515
90	091101060005	PERU SECONDARY SCHOOL	PERU CENTRAL SCHOOL DISTRICT	19723	72.7766649	0.478	5	27	9	0	37.89810901	85.79881657	10.0591716
91	091200010006	PLATTSBURGH SENIOR HIGH SCHOOL	PLATTSBURGH CITY SCHOOL DISTRICT	20419	80.8311824	0.573	3	30	8	0	35.12691276	85.8974359	10.25641026
92	091402060005	SARANAC HIGH SCHOOL	SARANAC CENTRAL SCHOOL DISTRICT	18518	81.0336705	0.468	5	12	5	0	39.92868643	88.74172185	8.609271523
93	100501040003	TACONIC HILLSJUNIOR/SENIOR HIGH SCHOOL	TACONIC HILLS CENTRAL SCHOOL DISTRICT	21379	69.4096841	1.172	5	33	14	0	35.00666603	84.49612403	10.85271318
94	100902040004	GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL	GERMANTOWN CENTRAL SCHOOL DISTRICT	21445	72.6910016	1.055	5	19	8	1	36.46733698	89.36170213	6.382978723
95	101001040002	CHATHAM HIGH SCHOOL	CHATHAM CENTRAL SCHOOL DISTRICT	21483	67.4616598	1.142	5	18	8	0	34.98952224	94.64285714	4.464285714
96	101300010001	HUDSON JUNIOR/SENIOR HIGH SCHOOL	HUDSON CITY SCHOOL DISTRICT	22644	74.1849547	0.651	4	45	10	4	18.08498456	70.88607595	20.88607595
97	101401040005	ICHABOD CRANE SENIOR HIGH SCHOOL	KINDERHOOK CENTRAL SCHOOL DISTRICT	19241	74.359077	0.826	5	20	5	2	38.38576125	92.25806452	3.225806452
98	101601040003	NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL	NEW LEBANON CENTRAL SCHOOL DISTRICT	25395	65.3914904	1.352	5	19	14	0	37.44150994	91.83673469	8.163265306
99	110101040002	CINCINNATUS HIGH SCHOOL	CINCINNATUS CENTRAL SCHOOL DISTRICT	21720	70.6445855	0.352	4	33	14	0	39.43982759	95.12195122	4.87804878
100	110200010011	CORTLAND JUNIOR-SENIOR HIGH SCHOOL	CORTLAND CITY SCHOOL DISTRICT	15449	77.6524879	0.449	3	34	9	0	34.99523777	80.90452261	14.07035176
101	110304040002	MCGRAW SECONDARY SCHOOL	MCGRAW CENTRAL SCHOOL DISTRICT	20662	65.4932147	0.388	4	35	10	0	38.94996791	92.15686275	3.921568627
102	110701060001	HOMER SENIOR HIGH SCHOOL	HOMER CENTRAL SCHOOL DISTRICT	17929	72.3491192	0.468	5	21	7	0	38.94996791	86.11111111	7.222222222
103	110901040001	MARATHON HIGH SCHOOL	MARATHON CENTRAL SCHOOL DISTRICT	19253	70.4567025	0.354	4	35	12	0	38.88272967	92.98245614	3.50877193
104	120102040001	ANDES CENTRAL SCHOOL	ANDES CENTRAL SCHOOL DISTRICT	25801	64.8927108	2.698	5	39	17	0	37.42013718	100	0
105	120301040001	DOWNSVILLE CENTRAL SCHOOL	DOWNSVILLE CENTRAL SCHOOL DISTRICT	29724	61.8930567	1.575	4	36	17	0	38.47466699	100	0
106	120401040001	CHARLOTTE VALLEY SCHOOL	CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT	22318	68.1031023	0.574	4	49	17	0	39.35818424	77.27272727	13.63636364
107	120501040002	DELAWARE ACADEMY HIGH SCHOOL	DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI	24981	61.6730152	0.806	5	22	9	1	37.88755293	87.93103448	8.620689655
108	120701040001	FRANKLIN CENTRAL SCHOOL	FRANKLIN CENTRAL SCHOOL DISTRICT	19926	64.4360926	0.634	4	32	16	0	37.90338595	100	0
109	120906040002	HANCOCK JUNIOR-SENIOR HIGH SCHOOL	HANCOCK CENTRAL SCHOOL DISTRICT	23588	66.203673	0.585	4	37	19	0	37.91921237	92.30769231	7.692307692
110	121401040001	MARGARETVILLE CENTRAL SCHOOL	MARGARETVILLE CENTRAL SCHOOL DISTRICT	24700	68.0696484	1.412	4	43	14	5	29.19360661	84.61538462	10.25641026
111	121502040001	ROXBURY CENTRAL SCHOOL	ROXBURY CENTRAL SCHOOL DISTRICT	25309	69.9791085	1.024	5	38	9	0	37.91393763	100	0
112	121601060006	SIDNEY HIGH SCHOOL	SIDNEY CENTRAL SCHOOL DISTRICT	20154	64.6586822	0.442	4	40	9	1	36.35060751	86.31578947	7.368421053
113	121701040001	STAMFORD CENTRAL SCHOOL	STAMFORD CENTRAL SCHOOL DISTRICT	21523	62.4134367	0.54	4	34	14	0	37.49533304	77.14285714	11.42857143
114	121702040001	SOUTH KORTRIGHT CENTRAL SCHOOL	SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT	19346	65.5716229	0.613	5	28	10	0	36.43990487	90.90909091	4.545454545
115	121901040002	WALTON HIGH SCHOOL	WALTON CENTRAL SCHOOL DISTRICT	20109	69.7687353	0.46	4	35	14	0	38.87244097	88.88888889	7.407407407
116	130200010005	BEACON HIGH SCHOOL	BEACON CITY SCHOOL DISTRICT	19028	73.082933	0.712	5	34	10	2	18.15213486	79.5620438	14.59854015
117	130502020003	DOVER HIGH SCHOOL	DOVER UNION FREE SCHOOL DISTRICT	19235	73.2613407	0.613	5	21	8	1	29.95107121	90.5982906	8.547008547
118	130801060007	FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL	HYDE PARK CENTRAL SCHOOL DISTRICT	20584	76.4571711	0.769	5	25	11	1	28.5002924	82.22811671	13.79310345
119	131101040004	WEBUTUCK HIGH SCHOOL	NORTHEAST CENTRAL SCHOOL DISTRICT	23119	69.7772298	1.165	5	29	11	5	30.39517506	87.27272727	9.090909091
120	131201040002	PAWLING HIGH SCHOOL	PAWLING CENTRAL SCHOOL DISTRICT	25417	69.1847802	1.05	6	11	4	2	33.27311227	97.93814433	2.06185567
121	131301040002	STISSING MOUNTAIN HIGH SCHOOL	PINE PLAINS CENTRAL SCHOOL DISTRICT	24732	74.1242178	1.391	5	17	8	1	33.62538723	85.14851485	10.89108911
122	131500010010	POUGHKEEPSIE HIGH SCHOOL	POUGHKEEPSIE CITY SCHOOL DISTRICT	21068	83.6002746	0.464	3	72	12	5	24.04509652	58.25242718	34.30420712
123	131601060008	ARLINGTON HIGH SCHOOL	ARLINGTON CENTRAL SCHOOL DISTRICT	20103	74.1076866	0.728	5	10	3	0	29.85799725	92.55050505	4.671717172
124	131602020005	SPACKENKILL HIGH SCHOOL	SPACKENKILL UNION FREE SCHOOL DISTRICT	25260	78.724753	0.782	5	12	5	1	24.28717082	94.85294118	3.676470588
125	131701060002	RED HOOK SENIOR HIGH SCHOOL	RED HOOK CENTRAL SCHOOL DISTRICT	23169	75.0163473	0.758	5	11	5	1	36.53354623	92.61363636	4.545454545
126	131801040001	RHINEBECK SENIOR HIGH SCHOOL	RHINEBECK CENTRAL SCHOOL DISTRICT	25118	73.4268085	1.505	6	6	3	1	35.4311539	93.2038835	4.854368932
127	132101060011	ROY C KETCHAM SENIOR HIGH SCHOOL	WAPPINGERS CENTRAL SCHOOL DISTRICT	16774	76.8400236	0.833	5	15	6	1	27.21580423	91.56118143	4.008438819
128	132101060015	JOHN JAY SENIOR HIGH SCHOOL	WAPPINGERS CENTRAL SCHOOL DISTRICT	16774	76.8400236	0.833	5	7	4	0	31.75373994	92.44935543	4.23572744
129	132101060016	ORCHARD VIEW ALTERNATIVE HIGH SCHOOL	WAPPINGERS CENTRAL SCHOOL DISTRICT	16774	76.8400236	0.833	5	35	7	0	26.65895722	46.875	34.375
130	132201040005	MILLBROOK HIGH SCHOOL	MILLBROOK CENTRAL SCHOOL DISTRICT	25604	68.7599565	1.399	6	10	2	1	35.03522037	98.91304348	0
131	140101060006	ALDEN SENIOR HIGH SCHOOL	ALDEN CENTRAL SCHOOL DISTRICT	16147	68.0708732	0.531	5	15	8	0	39.27552249	94.89051095	4.379562044
132	140201060002	AMHERST CENTRAL HIGH SCHOOL	AMHERST CENTRAL SCHOOL DISTRICT	15654	75.4397253	0.859	5	20	8	1	27.27391917	95.16908213	1.93236715
133	140203060004	WILLIAMSVILLE SOUTH HIGH SCHOOL	WILLIAMSVILLE CENTRAL SCHOOL DISTRICT	15108	77.7953814	0.908	5	7	3	0	32.09153575	95.85062241	2.489626556
134	140203060010	WILLIAMSVILLE NORTH HIGH SCHOOL	WILLIAMSVILLE CENTRAL SCHOOL DISTRICT	15108	77.7953814	0.908	5	9	3	1	31.54309222	94.78527607	1.533742331
135	140203060013	WILLIAMSVILLE EAST HIGH SCHOOL	WILLIAMSVILLE CENTRAL SCHOOL DISTRICT	15108	77.7953814	0.908	5	6	2	1	29.97165327	96.6442953	3.020134228
136	140207060006	SWEET HOME SENIOR HIGH SCHOOL	SWEET HOME CENTRAL SCHOOL DISTRICT	18936	71.4921453	0.742	5	33	8	2	26.74820866	92.22972973	3.716216216
137	140301030005	EAST AURORA HIGH SCHOOL	EAST AURORA UNION FREE SCHOOL DISTRICT	15565	71.2481246	0.883	6	4	4	0	38.87244097	98.95833333	1.041666667
138	140600010042	PS 42 OCCUPATIONAL TRAINING CENTER	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	72	13	13	22.10580618	4.166666667	8.333333333
139	140600010056	FREDERICK OLMSTED #156	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	40	6	2	18.51125784	96.82539683	1.587301587
140	140600010084	PS 84	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	56	1	15	16.58513391	0	0
141	140600010097	BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	54	5	1	23.65304772	83.18584071	7.96460177
142	140600010098	MCKINLEY VOCATIONAL HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	74	3	9	21.89444374	70.99236641	24.42748092
143	140600010099	BENNETT HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	73	1	7	31.99635396	50	36.91588785
144	140600010101	BURGARD VOCATIONAL HIGH SCHOOL	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	67	1	9	29.76351234	38.63636364	45.45454545
145	140600010102	CITY HONORS SCHOOL AT FOSDICK MASTEN PARK	BUFFALO CITY SCHOOL DISTRICT	20260	69.8830703	0.286	2	21	7	0	24.04509652	99.07407407	0.925925926
